案号,案由,命中罪名类别,命中关键词,犯罪人的年龄,受教育程度,案件地点,涉案金额_元,案件严重程度,审判时间,罚金金额_元
（2017）沪0113刑初75号,走私、贩卖、运输、制造毒品,走私罪,走私,,,户籍地四川省,300.0,情节严重,2017-01-16,2000.0
（2017）黔01刑终1号,非法吸收公众存款,破坏金融管理秩序罪,非法吸收公众存款,,大专,贵州省,,,2017-01-16,30000.0
（2017）闽01刑辖44号,走私、贩卖、运输、制造毒品,走私罪,走私,,,福州市,,,2017-01-18,
（2016）苏0602民初字第4312号,民间借贷纠纷,破坏金融管理秩序罪|危害税收征管罪,税|高利贷,,,江苏省南通市崇川区,617763.0,,2017-01-13,
（2016）鄂12行初32号,,危害税收征管罪,税,,,湖北省咸宁市,2300000.0,,2017-01-16,
（2016）云2801民初2136号,商品房预售合同纠纷,危害税收征管罪,税,,,住址长春市,600000.0,,2017-01-16,
（2016）粤73民初2386号,侵害实用新型专利权纠纷,侵犯知识产权罪,知识产权,,,住所地广东省,,,2017-01-16,
（2016）湘0527民初770号,生命权、健康权、身体权纠纷,侵犯知识产权罪,著作权,,,湖南省,451416.0,,2017-01-10,
（2016）湘0502刑初254号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,湖南省,300.0,情节严重,2017-01-16,2000.0
（2016）湘0626民初2360号,机动车交通事故责任纠纷,危害税收征管罪,税,,,湖南省,1079814.0,,2017-01-09,
（2016）粤01民终15470号,房屋买卖合同纠纷,妨害对公司企业的管理秩序罪|危害税收征管罪,欺诈|税,,,中华人民共和国广东省广州市,38000000.0,严重,2017-01-16,
（2016）苏0206执2062号,,妨害对公司企业的管理秩序罪,股票,,,江苏省,330000.0,严重,2017-01-06,
（2016）浙0281民初9008号,民间借贷纠纷,危害税收征管罪,税,,,浙江省,90000.0,,2017-01-16,
（2016）赣1027民初78号,买卖合同纠纷,危害税收征管罪,税,,,住所地金溪县,12000000.0,,2017-01-17,
（2017）黑11刑更328号,,扰乱市场秩序罪,非法经营,,中专,黑龙江省,100000.0,,2017-01-16,100000.0
（2016）苏0902民初4894号,供用热力合同纠纷,危害税收征管罪,税,,,住所地在江苏省,112847.0,,2017-01-10,
（2016）宁0122刑初174号,,危害税收征管罪,税|虚开增值税|虚开增值税专用发票,,高中,宁夏回族自治区,2291460.0,,2017-01-16,502649.0
（2016）湘0121民初2253号,建设工程施工合同纠纷,妨害对公司企业的管理秩序罪|危害税收征管罪,欺诈|税,,,湖南省长沙县,30660222.0,,2017-01-16,
（2017）闽0582刑初68号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,福建省,150.0,情节严重,2017-01-16,2000.0
（2017）浙1004刑初65号,诈骗,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,,文盲,浙江省,13800.0,特别严重,2017-01-16,6000.0
（2017）赣01刑更150号,走私、贩卖、运输、制造毒品,走私罪,走私,,,江西省,3000.0,,2017-01-25,3000.0
（2015）沪二中民四（商）终字第1537号,买卖合同纠纷,危害税收征管罪,税,,,住所地上海市,430000.0,,2017-01-16,
（2017）苏05执25号,,危害税收征管罪,税,,,住所地江苏省,3013128.0,,2017-01-25,
（2016）赣0191刑初156号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,江西省,1900.0,,2017-01-20,3000.0
（2017）渝05民终683号,民间借贷纠纷,危害税收征管罪,税,,,重庆市,16747.0,,2017-01-23,
（2016）赣0191刑初120号,,扰乱市场秩序罪,非法经营,,小学,江西省,160000.0,情节严重,2017-01-18,15000.0
（2016）皖03民终1709号,建设工程施工合同纠纷,危害税收征管罪,税,,,住所地上海市,28616503.0,严重,2017-01-18,
（2016）苏0602民初字第4013号,民间借贷纠纷,破坏金融管理秩序罪|危害税收征管罪,税|高利贷,,,江苏省南通市崇川区,370657.0,,2017-01-13,
（2016）豫0104民初6054号,房屋买卖合同纠纷,妨害对公司企业的管理秩序罪|危害税收征管罪,欺诈|税,,,住所地郑州市,1710000.0,严重,2017-01-16,
(2017)京03刑终108号,,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,37.0,,北京市,900000.0,数额特别巨大,2017-01-16,22000.0
（2017）新4021刑初2号,,金融诈骗罪,诈骗,,小学,住址新疆伊宁县,18000.0,数额较大,2017-01-16,1000.0
（2016）甘11民终750号,继承纠纷,侵犯知识产权罪,著作权,,,甘肃省,151897.0,,2017-01-18,
（2017）浙0302刑初2号,,金融诈骗罪,诈骗,,小学,浙江省温州市鹿城区,8000.0,特别严重,2017-01-16,2000.0
（2016）苏0582民初7709号,买卖合同纠纷,危害税收征管罪,税,,,住所地上海市,4499080.0,,2017-01-14,
（2016）沪02民申614号,房屋租赁合同纠纷,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿|贪污,,高中,上海市,,,2017-01-16,
（2016）鄂0102民初6222号,租赁合同纠纷,危害税收征管罪,税,,,住所地武汉市,520724.0,严重,2017-01-16,
（2016）赣1103刑再02号,盗窃,破坏金融管理秩序罪,外汇,,小学,江西省上饶市广丰区,10000.0,数额较大,2017-01-24,10000.0
（2016）赣0703刑初289号,滥伐林木,危害税收征管罪,税,,,江西省,12600.0,较轻,2017-01-05,10000.0
（2017）沪0107刑初7号,危险驾驶,危害税收征管罪,税|虚开增值税|虚开增值税专用发票,,,户籍地及居住地上海市,,特别严重,2017-01-16,20000.0
（2017）豫12刑更73号,诈骗,金融诈骗罪,诈骗,,,河南省,200000.0,数额巨大,2017-01-16,200000.0
（2016）津0116刑初80203号,非法经营,扰乱市场秩序罪,非法经营,,小学,天津市滨海新区,10000.0,情节严重,2017-01-22,15000.0
（2017）赣1130刑初3号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,江西省,200.0,情节严重,2017-01-16,10000.0
（2016）粤7101行初2574号,,危害税收征管罪,税,,,住湖南省邵东县,20000.0,,2017-01-16,
（2016）冀0104民初3951号,民间借贷纠纷,金融诈骗罪,诈骗,,,河北省,110000.0,,2017-01-16,
（2016）闽0206民初7023号,民间借贷纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地福建省,1500000.0,,2017-01-10,
（2017）赣01刑更245号,走私、贩卖、运输、制造毒品,走私罪,走私,,,江西省,10000.0,,2017-01-25,10000.0
（2017）冀08民终19号,买卖合同纠纷,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,,,住所地承德市,1343160.0,,2017-01-16,
（2016）粤0305执异125号,,妨害对公司企业的管理秩序罪|危害税收征管罪,税|虚假出资,,,广东省深圳市南山区,5000000.0,,2017-01-16,
（2017）内0783刑初6号,,金融诈骗罪,诈骗,,小学,住址内蒙古自治区,31250.0,数额较大,2017-01-16,1000.0
（2016）湘0424刑初270号,诈骗,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,,初中,湖南省衡东县,200000.0,特别严重,2017-01-16,30000.0
（2016）豫0704民初740号,买卖合同纠纷,危害税收征管罪,税,,,新乡市凤泉区,533372.0,,2017-01-16,
（2016）苏0706民初7682号,金融借款合同纠纷,危害税收征管罪,税,,,住所地连云港市,40438770.0,,2017-01-16,
（2016）苏0602民初字第4731号,民间借贷纠纷,破坏金融管理秩序罪|危害税收征管罪,税|高利贷,,,江苏省南通市崇川区,521460.0,,2017-01-13,
（2016）赣0983刑初483号,寻衅滋事,破坏金融管理秩序罪,高利贷,,,江西省,7878.0,轻微,2017-01-17,
（2016）苏0583民初16947号,运输合同纠纷,危害税收征管罪,税,,,住所地江苏省,43170.0,,2017-01-16,
（2016）冀0281刑初335号,盗窃,金融诈骗罪,诈骗,,小学,河北省,3799.0,数额较大,2017-01-16,3000.0
（2016）苏0602民初字第4576号,民间借贷纠纷,破坏金融管理秩序罪|危害税收征管罪,税|高利贷,,,江苏省南通市崇川区,531082.0,,2017-01-13,
（2016）闽0702刑初306号,诈骗,金融诈骗罪,诈骗,,小学,福建省,110000.0,特别严重,2017-01-03,20000.0
（2016）粤52民初49号,,侵犯知识产权罪,著作权,,,广东省揭阳市,50000.0,情节严重,2017-01-09,
（2016）黑7510民初262号,林业承包合同纠纷,金融诈骗罪,诈骗,,,黑龙江省,30000.0,严重,2017-01-11,
（2016）辽0106民初7470号,名誉权纠纷,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿|贿赂,,,沈阳市,80000.0,严重,2017-01-16,
（2016）湘13民终1064号,确认劳动关系纠纷,妨害对公司企业的管理秩序罪,欺诈,,,湖南省娄底市,50000.0,严重,2017-01-16,
（2016）苏06民终3749号,侵权责任纠纷,危害税收征管罪,税,,,江苏省南通市,380573.0,,2017-01-16,
（2016）桂1302刑初444号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,广西壮族自治区,7500.0,情节严重,2017-01-24,7000.0
（2017）川0781执恢7号,,妨害对公司企业的管理秩序罪,债券|股票,,,住所地江油市,130908.0,,2017-01-12,
（2017）皖1821执55号,,妨害对公司企业的管理秩序罪,债券|股票,,,安徽省,131450.0,,2017-01-16,
（2016）苏0205民初1630号,定作合同纠纷,危害税收征管罪,税,,,住所地江苏省,690000.0,严重,2017-01-17,
（2017）吉0503刑初7号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,通化市二道江区,5000.0,情节严重,2017-01-16,5000.0
（2016）皖06民特32号,申请撤销仲裁裁决,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿,,,住所地安徽省,7072.0,,2017-01-19,
（2016）赣0822民初1340号,机动车交通事故责任纠纷,危害税收征管罪,税,,小学,江西省吉水县,1050000.0,,2017-01-06,
（2016）沪0110民初16957号,,侵犯知识产权罪,著作权,,,上海市,12800.0,,2017-01-16,
（2016）桂0602民初2206号,商品房预售合同纠纷,危害税收征管罪,税,,,户籍地吉林省,508684.0,,2017-01-16,
（2017）川0104刑初31号,,金融诈骗罪,诈骗,,,成都市锦江区,6487.0,特别严重,2017-01-12,5000.0
（2017）鲁1323刑初10号,,金融诈骗罪,诈骗,,小学,山东省,,数额较大,2017-01-16,7000.0
（2017）粤0882刑初5号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,广东省雷州市,50.0,情节严重,2017-01-16,2000.0
（2016）苏05民终8366号,财产损害赔偿纠纷,危害税收征管罪,税,20.0,,住所地昆山市,700000.0,轻微,2017-01-16,
（2017）浙1023刑初14号,诈骗,金融诈骗罪,诈骗,,初中,浙江省,7006.0,特别严重,2017-01-16,20000.0
（2017）黑11刑更350号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,黑龙江省,5000.0,,2017-01-16,5000.0
（2016）赣0622民初1078号,买卖合同纠纷,侵犯财产罪,敲诈勒索,,,住所地江西省,3060.0,,2017-01-17,
（2017）川01刑更51号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,四川省,3000.0,,2017-01-22,3000.0
（2017）浙1003刑初53号,开设赌场,侵犯财产罪,敲诈勒索,,小学,台州市,,情节严重,2017-01-16,15000.0
（2016）粤1302民初10605号,机动车交通事故责任纠纷,危害税收征管罪,税,,,广东省惠州市惠城区,1000000.0,,2017-01-16,
（2016）苏04民终3843号,产品责任纠纷,危害税收征管罪,税,,,住所地江苏省,389800.0,严重,2017-01-16,
（2017）黑11刑更244号,诈骗,金融诈骗罪,诈骗,,初中,黑龙江省,100000.0,,2017-01-16,100000.0
（2017）赣1102刑初20号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,江西省,300.0,,2017-01-16,5000.0
（2016）沪0120民初20555号,房屋买卖合同纠纷,妨害对公司企业的管理秩序罪|危害税收征管罪,欺诈|税,,,户籍地址上海市,700000.0,,2017-01-24,
（2016）粤2072刑初2518号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,广东省,,,2017-01-09,2000.0
（2016）京0112民初41816号,承揽合同纠纷,危害税收征管罪,税,,,住所地北京市,2000000.0,严重,2017-01-16,
（2017）吉02刑辖24号,走私、贩卖、运输、制造毒品,走私罪,走私,,,吉林省,,,2017-01-16,
（2016）浙0302民初12117号,民间借贷纠纷,破坏金融管理秩序罪,非法吸收公众存款,,,温州市,160000.0,,2017-01-16,
（2016）黑0103民初7752号,机动车交通事故责任纠纷,危害税收征管罪,税,66.0,,住所地哈尔滨市,110000.0,,2017-01-16,
（2017）黑11刑更52号,诈骗,金融诈骗罪,诈骗,,初中,黑龙江省,20000.0,,2017-01-16,20000.0
（2016）浙0282民初13441号,民间借贷纠纷,危害税收征管罪,税,,,浙江省,80000.0,,2017-01-16,
（2016）湘11执复54号,,危害税收征管罪,税,,,湖南省,500000.0,,2017-01-16,
（2017）鲁1121刑初2号,诈骗,金融诈骗罪,诈骗,,小学,山东省,20000.0,数额较大,2017-01-16,30000.0
（2016）浙0281民初11653号,金融借款合同纠纷,危害税收征管罪,税,,,浙江省余姚市,15950000.0,,2017-01-16,
（2017）黑11刑更213号,走私、贩卖、运输、制造毒品,走私罪,走私,,大专,黑龙江省,10000.0,,2017-01-16,10000.0
（2016）陕0104民初2006号,机动车交通事故责任纠纷,危害税收征管罪,税,,,住所地西安市,23422.0,,2017-01-03,
（2016）川13民终2164号,房屋拆迁安置补偿合同纠纷,危害税收征管罪,税,,,住所地顺庆区,306720.0,,2017-01-16,
（2016）湘0702民初1921号,生命权、健康权、身体权纠纷,侵犯知识产权罪,著作权,,,住所地地常德市,554200.0,严重,2017-01-16,
（2017）皖0203执158号之一,,妨害对公司企业的管理秩序罪,债券|股票,,,住所地芜湖市,11700.0,,2017-01-23,
（2016）渝0234民初6841号,房屋租赁合同纠纷,危害税收征管罪,税,,,重庆市开州区,8626.0,严重,2017-01-05,
（2016）浙0281民初8734号,民间借贷纠纷,危害税收征管罪,税,,,浙江省,30000.0,,2017-01-09,
（2016）赣0103民初2971号,劳动争议,危害税收征管罪,税,,,江西省南昌市西湖区,332900.0,严重,2017-01-22,
（2016）粤13民终3579号,房屋买卖合同纠纷,破坏金融管理秩序罪|金融诈骗罪,诈骗|高利贷,,,广东省惠州市,1400000.0,严重,2017-01-16,
（2016）赣0103民初2956号,劳动争议,危害税收征管罪,税,,,江西省南昌市西湖区,293600.0,严重,2017-01-22,
（2016）云01民终3772号,建设工程施工合同纠纷,危害税收征管罪,税,,,云南省昆明市,3899907.0,,2017-01-18,
（2016）辽0281民初573号,建设工程施工合同纠纷,危害税收征管罪,税,,,一个是颐家养老社区,337325.0,严重,2017-01-23,
（2016）浙0226民初4675号,民间借贷纠纷,危害税收征管罪,税,,,浙江省,210000.0,,2017-01-20,
（2017）苏1202刑初2号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,江苏省,600.0,情节严重,2017-01-17,2000.0
（2016）粤0605民初16606号,民间借贷纠纷,妨害对公司企业的管理秩序罪,欺诈,,,广东省佛山市南海区,362848.0,,2017-01-10,
（2016）皖1002刑初240号,诈骗,金融诈骗罪,诈骗,,初中,安徽省,32380.0,特别严重,2017-01-16,60000.0
（2016）苏0509民初11815号,金融借款合同纠纷,妨害对公司企业的管理秩序罪|侵犯知识产权罪,债券|知识产权|著作权,,,住所地苏州市,5000000.0,,2017-01-16,
（2017）闽民辖终19号,侵害实用新型专利权纠纷,危害税收征管罪,税,,,住所地浙江省,,严重,2017-01-17,
（2016）皖0103刑初590号,合同诈骗,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,,中专,安徽省合肥市庐阳区,100000.0,特别严重,2017-01-16,15000.0
（2016）浙0283民初5862号,民间借贷纠纷,危害税收征管罪,税,,,浙江省,250000.0,,2017-01-16,
（2016）云2801民初2098号,商品房预售合同纠纷,危害税收征管罪,税,,,住址云南省,380000.0,,2017-01-16,
（2016）鲁0211民初11018号,信用卡纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地上海市,347574.0,,2017-01-16,
（2016）苏04民初287号,执行异议之诉,危害税收征管罪,税,,,江苏省,15500000.0,,2017-01-16,
（2017）浙1081刑初23号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,浙江省,200.0,情节严重,2017-01-13,5000.0
（2016）苏05民终7901号,买卖合同纠纷,危害税收征管罪,税,,,住所地宿迁高新技术产业开发区,560000.0,严重,2017-01-05,
（2017）湘06刑更2号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,湖南省,1000.0,,2017-01-22,1000.0
（2016）沪02民终8610号,劳动合同纠纷,危害税收征管罪,税,,,住所地上海市,11040000.0,,2017-01-16,
（2016）苏01民终10209号,买卖合同纠纷,危害税收征管罪,税,,,住所地在浙江省,836709.0,,2017-01-11,
（2016）苏0583民初12437号,合同纠纷,危害税收征管罪,税,,,住所地江苏省,54400.0,,2017-01-17,
（2016）云2801民初2109号,商品房预售合同纠纷,危害税收征管罪,税,,,住址云南省,420000.0,,2017-01-16,
（2016）粤01刑初431号,走私、贩卖、运输、制造毒品,走私罪,走私,45.0,,户籍地广东省,140000.0,,2017-01-16,
（2017）吉0204执异1号,,危害税收征管罪,税,,,吉林市,410000.0,,2017-01-16,
（2016）浙0103民初8819号,买卖合同纠纷,危害税收征管罪,税,,,杭州市下城区,608631.0,,2017-01-06,
（2016）湘10刑终343号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,地点永兴县,370.0,情节严重,2017-01-16,10000.0
（2017）黑11刑更386号,诈骗,金融诈骗罪,诈骗,,初中,黑龙江省,150000.0,,2017-01-16,150000.0
（2016）浙0226民初5645号,定作合同纠纷,危害税收征管罪,税,,,浙江省宁海县,513042.0,,2017-01-20,
